yyyy,mm,tmax,tmin,latitude,longitude
,,degC,degC,-6.318,58.214
1935,5,11.9,5.9,,
1935,6,14.2,8.9,,
1935,7,16,10.6,,
1935,8,16.3,11,,
1935,9,14.2,9.2,,
1935,10,10.5,5.7,,
1935,11,9,4.7,,
1935,12,5.7,2.1,,
1936,1,5.3,1.2,,
1936,2,6.3,1.5,,
1936,3,8.5,3.6,,
1936,4,8.6,2.7,,
1936,5,12.7,6.8,,
1936,6,15.3,8.5,,
1936,7,16.4,11,,
1936,8,16.2,11.4,,
1936,9,15,9.9,,
1936,10,12.2,6.6,,
1936,11,9.2,4.6,,
1936,12,7.9,3.4,,
1937,1,7.8,3.8,,
1937,2,6.4,1.9,,
1937,3,5.3,0.6,,
1937,4,10.4,5.5,,
1937,5,13.4,7.1,,
1937,6,14.3,8.6,,
1937,7,15.5,10.3,,
1937,8,15.8,10.9,,
1937,9,13.7,8.9,,
1937,10,11.7,7.3,,
1937,11,9,4.5,,
1937,12,6.4,2.6,,
1938,1,7.8,3.1,,
1938,2,7.6,2.6,,
1938,3,10.1,5.8,,
1938,4,10.2,4.7,,
1938,5,11,5.2,,
1938,6,13.3,8.4,,
1938,7,15.2,10.2,,
1938,8,16.8,10.7,,
1938,9,14.5,9.8,,
1938,10,11.6,6.8,,
1938,11,9.6,5.5,,
1938,12,7.4,3.5,,
1939,1,5.6,1.6,,
1939,2,8.4,4,,
1939,3,8.3,3.3,,
1939,4,9.9,4.5,,
1939,5,12.1,7.3,,
1939,6,14.9,8.4,,
1939,7,14.5,10.4,,
1939,8,17,11.6,,
1939,9,15.4,10.2,,
1939,10,11.1,6.5,,
1939,11,9.4,5.2,,
1939,12,7.4,3.9,,
1940,1,5.4,1.8,,
1940,2,6.5,2.7,,
1940,3,7.5,2,,
1940,4,9.5,4.2,,
1940,5,14,8,,
1940,6,16.7,10.1,,
1940,7,14.9,10.3,,
1940,8,15.3,10.1,,
1940,9,13,7.8,,
1940,10,11.6,7.2,,
1940,11,8.9,4.2,,
1940,12,6.9,2.9,,
1941,1,4.3,0.8,,
1941,2,5.7,1,,
1941,3,6.9,1.4,,
1941,4,8.4,3.2,,
1941,5,11,4.9,,
1941,6,14.7,8.4,,
1941,7,15.9,10.9,,
1941,8,14.9,10.4,,
1941,9,15.3,10.8,,
1941,10,12.2,6.5,,
1941,11,9.6,4.9,,
1941,12,9.1,4.7,,
1942,1,6.6,2.2,,
1942,2,6.2,1.2,,
1942,3,7.1,3.1,,
1942,4,11.3,5,,
1942,5,12,6,,
1942,6,13.2,8,,
1942,7,15.3,10.2,,
1942,8,15.2,11.5,,
1942,9,13.5,9.1,,
1942,10,11,6.2,,
